Time,P0, R0, Y0,P1, R1, Y1,P2, R2, Y2,P3, R3, Y3,P4, R4, Y4,P5, R5, Y5,P6, R6, Y6,P7, R7, Y7,
16-29-47.618,0.00,0.00,0.00,5.64,96.23,-1.40,-0.61,1.73,0.00,7.16,-102.06,-1.20,2.00,-1.66,0.00,-17.49,98.25,-0.20,-4.94,-89.22,0.00,81.82,-168.08,-4.60,
16-29-47.631,0.00,0.00,0.00,5.64,96.22,-1.40,-0.61,1.73,0.00,7.16,-102.06,-1.20,2.00,-1.66,0.00,-17.49,98.27,-0.20,-4.94,-89.24,0.00,81.81,-168.09,-4.60,
16-29-47.640,0.00,0.00,0.00,5.64,96.22,-1.40,-0.61,1.73,0.00,7.16,-102.06,-1.20,2.00,-1.65,0.00,-17.49,98.30,-0.20,-4.94,-89.24,0.00,81.81,-168.09,-4.60,
16-29-47.648,0.00,0.00,0.00,5.64,96.22,-1.40,-0.61,1.73,0.00,7.16,-102.06,-1.20,2.00,-1.65,0.00,-17.49,98.32,-0.20,-4.94,-89.24,0.00,81.81,-168.08,-4.60,
16-29-47.659,0.00,0.00,0.00,5.64,96.22,-1.40,-0.61,1.73,0.00,7.16,-102.04,-1.20,2.00,-1.65,0.00,-17.50,98.36,-0.20,-4.94,-89.24,0.00,81.80,-168.09,-4.60,
16-29-47.669,0.00,0.00,0.00,5.63,96.21,-1.40,-0.61,1.73,0.00,7.16,-102.04,-1.20,2.00,-1.65,0.00,-17.50,98.37,-0.20,-4.95,-89.25,0.00,81.80,-168.09,-4.60,
16-29-47.677,0.00,0.00,0.00,5.63,96.21,-1.40,-0.61,1.73,0.00,7.16,-102.04,-1.20,2.00,-1.65,0.00,-17.50,98.39,-0.20,-4.95,-89.25,0.00,81.80,-168.09,-4.60,
16-29-47.688,0.00,0.00,0.00,5.63,96.21,-1.40,-0.61,1.73,0.00,7.16,-102.04,-1.20,2.00,-1.65,0.00,-17.50,98.39,-0.20,-4.95,-89.25,0.00,81.79,-168.07,-4.60,
16-29-47.699,0.00,0.00,0.00,5.63,96.21,-1.40,-0.61,1.73,0.00,7.17,-101.97,-1.20,2.00,-1.65,0.00,-17.50,98.41,-0.20,-4.95,-89.25,0.00,81.78,-168.08,-4.60,
16-29-47.708,0.00,0.00,0.00,5.61,96.20,-1.40,-0.61,1.73,0.00,7.17,-101.97,-1.20,2.00,-1.65,0.00,-17.50,98.41,-0.20,-4.98,-89.27,0.00,81.77,-168.10,-4.60,
16-29-47.719,0.00,0.00,0.00,5.61,96.20,-1.40,-0.61,1.73,0.00,7.17,-101.97,-1.20,2.00,-1.65,0.00,-17.50,98.41,-0.20,-4.98,-89.27,0.00,81.77,-168.10,-4.60,
16-29-47.728,0.00,0.00,0.00,5.61,96.20,-1.40,-0.61,1.73,0.00,7.17,-101.97,-1.20,2.00,-1.65,0.00,-17.50,98.41,-0.20,-4.98,-89.26,0.00,81.75,-168.02,-4.50,
16-29-47.739,0.00,0.00,0.00,5.61,96.20,-1.40,-0.61,1.73,0.00,7.16,-101.96,-1.20,2.00,-1.65,0.00,-17.49,98.41,-0.20,-4.98,-89.26,0.00,81.75,-168.02,-4.50,
16-29-47.747,0.00,0.00,0.00,5.62,96.20,-1.40,-0.61,1.73,0.00,7.16,-101.96,-1.20,2.00,-1.65,0.00,-17.49,98.41,-0.20,-5.00,-89.28,0.00,81.75,-168.02,-4.50,
16-29-47.757,0.00,0.00,0.00,5.62,96.20,-1.40,-0.60,1.73,0.00,7.16,-101.96,-1.20,2.01,-1.65,0.00,-17.49,98.41,-0.20,-5.00,-89.28,0.00,81.74,-168.04,-4.50,
16-29-47.769,0.00,0.00,0.00,5.62,96.20,-1.40,-0.60,1.73,0.00,7.16,-101.96,-1.20,2.01,-1.65,0.00,-17.49,98.41,-0.20,-5.00,-89.29,-0.10,81.71,-167.96,-4.50,
16-29-47.778,0.00,0.00,0.00,5.62,96.19,-1.40,-0.60,1.73,0.00,7.16,-101.96,-1.20,2.01,-1.65,0.00,-17.49,98.41,-0.20,-5.00,-89.29,-0.10,81.71,-167.96,-4.50,
16-29-47.787,0.00,0.00,0.00,5.62,96.19,-1.50,-0.60,1.73,0.00,7.16,-101.96,-1.20,2.01,-1.65,0.00,-17.49,98.41,-0.20,-5.00,-89.30,-0.10,81.71,-167.96,-4.50,
16-29-47.798,0.00,0.00,0.00,5.62,96.19,-1.50,-0.61,1.73,0.00,7.16,-101.96,-1.20,2.00,-1.65,0.00,-17.49,98.41,-0.20,-5.00,-89.31,-0.10,81.71,-167.96,-4.50,
16-29-47.810,0.00,0.00,0.00,5.62,96.19,-1.50,-0.61,1.73,0.00,7.16,-101.96,-1.20,2.00,-1.65,0.00,-17.49,98.41,-0.20,-5.00,-89.31,-0.10,81.67,-167.91,-4.40,
16-29-47.818,0.00,0.00,0.00,5.62,96.19,-1.50,-0.61,1.73,0.00,7.16,-101.95,-1.20,2.00,-1.65,0.00,-17.49,98.41,-0.20,-5.00,-89.31,-0.10,81.67,-167.91,-4.40,
16-29-47.829,0.00,0.00,0.00,5.61,96.18,-1.50,-0.61,1.73,0.00,7.16,-101.95,-1.30,2.00,-1.65,0.00,-17.49,98.41,-0.20,-5.01,-89.33,-0.10,81.67,-167.91,-4.40,
16-29-47.839,0.00,0.00,0.00,5.61,96.18,-1.50,-0.61,1.73,0.00,7.16,-101.95,-1.30,2.01,-1.65,0.00,-17.49,98.41,-0.20,-5.01,-89.33,-0.10,81.67,-167.91,-4.40,
16-29-47.847,0.00,0.00,0.00,5.61,96.18,-1.50,-0.61,1.73,0.00,7.15,-101.95,-1.30,2.01,-1.65,0.00,-17.49,98.41,-0.20,-5.01,-89.33,-0.10,81.65,-167.83,-4.30,
16-29-47.858,0.00,0.00,0.00,5.61,96.18,-1.50,-0.61,1.73,0.00,7.16,-101.94,-1.30,2.01,-1.65,0.00,-17.49,98.42,-0.20,-5.01,-89.33,-0.10,81.65,-167.83,-4.30,
16-29-47.869,0.00,0.00,0.00,5.60,96.16,-1.50,-0.61,1.73,0.00,7.16,-101.94,-1.30,2.01,-1.65,0.00,-17.49,98.42,-0.20,-5.02,-89.38,-0.10,81.65,-167.83,-4.30,
16-29-47.879,0.00,0.00,0.00,5.60,96.16,-1.50,-0.61,1.73,0.00,7.16,-101.94,-1.30,2.01,-1.65,0.00,-17.49,98.42,-0.20,-5.02,-89.38,-0.10,81.65,-167.83,-4.30,
16-29-47.888,0.00,0.00,0.00,5.60,96.16,-1.50,-0.61,1.73,0.00,7.16,-101.94,-1.30,2.01,-1.65,0.00,-17.49,98.42,-0.20,-5.02,-89.38,-0.10,81.63,-167.83,-4.30,
16-29-47.899,0.00,0.00,0.00,5.60,96.16,-1.50,-0.61,1.73,0.00,7.15,-101.93,-1.30,2.01,-1.65,0.00,-17.49,98.43,-0.20,-5.02,-89.38,-0.10,81.63,-167.83,-4.30,
16-29-47.910,0.00,0.00,0.00,5.60,96.15,-1.50,-0.61,1.73,0.00,7.15,-101.93,-1.30,2.01,-1.65,0.00,-17.49,98.43,-0.20,-5.03,-89.41,-0.10,81.63,-167.83,-4.30,
16-29-47.920,0.00,0.00,0.00,5.60,96.15,-1.50,-0.61,1.73,0.00,7.15,-101.93,-1.30,2.02,-1.65,0.00,-17.49,98.43,-0.20,-5.03,-89.41,-0.10,81.59,-167.83,-4.30,
16-29-47.930,0.00,0.00,0.00,5.60,96.15,-1.50,-0.61,1.73,0.00,7.15,-101.93,-1.30,2.02,-1.65,0.00,-17.49,98.43,-0.20,-5.03,-89.41,-0.10,81.59,-167.83,-4.30,
16-29-47.940,0.00,0.00,0.00,5.60,96.15,-1.50,-0.61,1.73,0.00,7.15,-101.91,-1.30,2.02,-1.65,0.00,-17.49,98.44,-0.20,-5.03,-89.41,-0.10,81.59,-167.84,-4.30,
16-29-47.951,0.00,0.00,0.00,5.60,96.13,-1.50,-0.61,1.73,0.00,7.15,-101.91,-1.30,2.02,-1.65,0.00,-17.49,98.44,-0.20,-5.03,-89.42,-0.10,81.59,-167.84,-4.30,
16-29-47.960,0.00,0.00,0.00,5.60,96.13,-1.50,-0.61,1.73,0.00,7.15,-101.91,-1.30,2.02,-1.66,0.00,-17.49,98.44,-0.20,-5.03,-89.42,-0.10,81.57,-167.87,-4.40,
16-29-47.970,0.00,0.00,0.00,5.60,96.13,-1.50,-0.61,1.73,0.00,7.15,-101.91,-1.30,2.02,-1.66,0.00,-17.49,98.44,-0.20,-5.03,-89.42,-0.10,81.57,-167.87,-4.40,
16-29-47.979,0.00,0.00,0.00,5.60,96.13,-1.50,-0.61,1.73,0.00,7.14,-101.90,-1.30,2.02,-1.66,0.00,-17.48,98.45,-0.20,-5.03,-89.42,-0.10,81.57,-167.87,-4.40,
16-29-47.990,0.00,0.00,0.00,5.59,96.12,-1.50,-0.61,1.73,0.00,7.14,-101.90,-1.30,2.02,-1.66,0.00,-17.48,98.45,-0.20,-5.04,-89.45,-0.10,81.57,-167.87,-4.40,
16-29-48.000,0.00,0.00,0.00,5.59,96.12,-1.50,-0.60,1.73,0.00,7.14,-101.90,-1.30,2.03,-1.66,0.00,-17.48,98.45,-0.20,-5.04,-89.45,-0.10,81.54,-167.94,-4.40,
16-29-48.008,0.00,0.00,0.00,5.59,96.12,-1.50,-0.60,1.73,0.00,7.14,-101.90,-1.30,2.03,-1.66,0.00,-17.48,98.45,-0.20,-5.04,-89.45,-0.10,81.54,-167.94,-4.40,
16-29-48.021,0.00,0.00,0.00,5.59,96.12,-1.50,-0.60,1.73,0.00,7.15,-101.90,-1.30,2.03,-1.66,0.00,-17.49,98.45,-0.20,-5.04,-89.45,-0.10,81.54,-167.94,-4.40,
16-29-48.030,0.00,0.00,0.00,5.59,96.11,-1.50,-0.60,1.73,0.00,7.15,-101.90,-1.30,2.03,-1.66,0.00,-17.49,98.45,-0.20,-5.06,-89.47,-0.10,81.54,-167.94,-4.40,
16-29-48.040,0.00,0.00,0.00,5.59,96.11,-1.50,-0.60,1.73,0.00,7.15,-101.90,-1.30,2.03,-1.66,0.00,-17.49,98.45,-0.20,-5.06,-89.47,-0.10,81.54,-168.02,-4.50,
16-29-48.050,0.00,0.00,0.00,5.59,96.11,-1.50,-0.60,1.73,0.00,7.15,-101.90,-1.30,2.03,-1.66,0.00,-17.49,98.45,-0.20,-5.06,-89.47,-0.10,81.54,-168.02,-4.50,
16-29-48.059,0.00,0.00,0.00,5.59,96.11,-1.50,-0.60,1.73,0.00,7.15,-101.89,-1.30,2.03,-1.66,0.00,-17.49,98.45,-0.20,-5.06,-89.47,-0.10,81.54,-168.02,-4.50,
16-29-48.068,0.00,0.00,0.00,5.58,96.10,-1.50,-0.60,1.73,0.00,7.15,-101.89,-1.30,2.03,-1.66,0.00,-17.49,98.45,-0.20,-5.05,-89.49,-0.10,81.54,-168.02,-4.50,
16-29-48.080,0.00,0.00,0.00,5.58,96.10,-1.50,-0.61,1.73,0.00,7.15,-101.89,-1.30,2.03,-1.66,0.00,-17.49,98.45,-0.20,-5.05,-89.49,-0.10,81.54,-168.19,-4.70,
16-29-48.089,0.00,0.00,0.00,5.58,96.10,-1.50,-0.61,1.73,0.00,7.14,-101.89,-1.30,2.03,-1.66,0.00,-17.49,98.45,-0.20,-5.05,-89.49,-0.10,81.54,-168.19,-4.70,
16-29-48.099,0.00,0.00,0.00,5.58,96.10,-1.50,-0.61,1.73,0.00,7.14,-101.89,-1.30,2.03,-1.66,0.00,-17.49,98.44,-0.20,-5.05,-89.49,-0.10,81.55,-168.25,-4.80,
16-29-48.109,0.00,0.00,0.00,5.58,96.09,-1.50,-0.61,1.73,0.00,7.13,-101.89,-1.30,2.03,-1.66,0.00,-17.49,98.44,-0.20,-5.05,-89.50,-0.10,81.57,-168.35,-4.90,
16-29-48.118,0.00,0.00,0.00,5.58,96.09,-1.50,-0.61,1.73,0.00,7.13,-101.89,-1.30,2.02,-1.66,0.00,-17.49,98.44,-0.20,-5.05,-89.50,-0.10,81.58,-168.44,-4.90,
16-29-48.129,0.00,0.00,0.00,5.58,96.09,-1.50,-0.61,1.73,0.00,7.13,-101.89,-1.30,2.02,-1.66,0.00,-17.50,98.43,-0.20,-5.05,-89.50,-0.10,81.60,-168.57,-5.10,
16-29-48.137,0.00,0.00,0.00,5.58,96.09,-1.50,-0.61,1.73,0.00,7.13,-101.91,-1.30,2.02,-1.66,0.00,-17.50,98.43,-0.20,-5.05,-89.50,-0.10,81.63,-168.69,-5.20,
16-29-48.149,0.00,0.00,0.00,5.59,96.09,-1.50,-0.61,1.73,0.00,7.13,-101.91,-1.30,2.02,-1.66,0.00,-17.50,98.43,-0.20,-5.04,-89.52,0.00,81.66,-168.78,-5.30,
16-29-48.159,0.00,0.00,0.00,5.59,96.09,-1.50,-0.60,1.72,0.00,7.14,-101.90,-1.30,2.01,-1.66,0.00,-17.50,98.43,-0.20,-5.04,-89.52,0.00,81.66,-168.81,-5.30,
16-29-48.168,0.00,0.00,0.00,5.59,96.09,-1.50,-0.60,1.72,0.00,7.14,-101.90,-1.30,2.01,-1.66,0.00,-17.50,98.42,-0.20,-5.04,-89.52,0.00,81.69,-168.90,-5.40,
16-29-48.180,0.00,0.00,0.00,5.59,96.09,-1.50,-0.60,1.72,0.00,7.15,-101.92,-1.30,2.01,-1.66,0.00,-17.50,98.42,-0.20,-5.04,-89.52,0.00,81.71,-168.97,-5.50,
16-29-48.189,0.00,0.00,0.00,5.58,96.09,-1.50,-0.60,1.72,0.00,7.15,-101.92,-1.30,2.01,-1.66,0.00,-17.50,98.42,-0.20,-5.04,-89.54,0.00,81.74,-169.04,-5.60,
16-29-48.197,0.00,0.00,0.00,5.58,96.09,-1.50,-0.60,1.73,0.00,7.15,-101.92,-1.30,2.01,-1.65,0.00,-17.50,98.42,-0.20,-5.04,-89.54,0.00,81.75,-169.03,-5.60,
16-29-48.209,0.00,0.00,0.00,5.58,96.09,-1.50,-0.60,1.73,0.00,7.15,-101.92,-1.30,2.01,-1.65,0.00,-17.50,98.44,-0.20,-5.04,-89.54,0.00,81.77,-169.08,-5.60,
16-29-48.218,0.00,0.00,0.00,5.58,96.09,-1.50,-0.60,1.73,0.00,7.15,-101.93,-1.30,2.01,-1.65,0.00,-17.50,98.45,-0.20,-5.04,-89.54,0.00,81.78,-169.10,-5.70,
16-29-48.229,0.00,0.00,0.00,5.56,96.08,-1.50,-0.60,1.73,0.00,7.15,-101.94,-1.30,2.01,-1.65,0.00,-17.50,98.47,-0.20,-5.05,-89.54,0.00,81.80,-169.07,-5.60,
16-29-48.237,0.00,0.00,0.00,5.56,96.08,-1.50,-0.60,1.73,0.00,7.15,-101.96,-1.30,2.00,-1.65,0.00,-17.50,98.50,-0.20,-5.05,-89.54,0.00,81.82,-169.08,-5.60,
16-29-48.248,0.00,0.00,0.00,5.56,96.08,-1.40,-0.60,1.73,0.00,7.15,-101.98,-1.30,2.00,-1.65,0.00,-17.50,98.51,-0.20,-5.05,-89.54,0.00,81.84,-169.06,-5.60,
16-29-48.260,0.00,0.00,0.00,5.56,96.08,-1.40,-0.60,1.73,0.00,7.16,-101.98,-1.30,2.00,-1.65,0.00,-17.50,98.52,-0.20,-5.05,-89.54,0.00,81.84,-169.06,-5.60,
16-29-48.270,0.00,0.00,0.00,5.52,96.07,-1.40,-0.60,1.73,0.00,7.16,-102.01,-1.30,2.00,-1.65,0.00,-17.50,98.54,-0.20,-5.07,-89.54,0.00,81.85,-169.05,-5.60,
16-29-48.280,0.00,0.00,0.00,5.52,96.07,-1.40,-0.60,1.73,0.00,7.16,-102.02,-1.30,2.00,-1.65,0.00,-17.50,98.55,-0.20,-5.07,-89.54,0.00,81.85,-169.13,-5.70,
16-29-48.289,0.00,0.00,0.00,5.52,96.07,-1.40,-0.60,1.73,0.00,7.16,-102.04,-1.30,2.00,-1.65,0.00,-17.50,98.57,-0.20,-5.07,-89.54,0.00,81.85,-169.13,-5.70,
16-29-48.300,0.00,0.00,0.00,5.52,96.07,-1.40,-0.60,1.73,0.00,7.18,-102.02,-1.30,2.00,-1.65,0.00,-17.50,98.57,-0.20,-5.07,-89.54,0.00,81.85,-169.13,-5.70,
16-29-48.310,0.00,0.00,0.00,5.50,96.05,-1.40,-0.60,1.73,0.00,7.18,-102.03,-1.30,2.00,-1.65,0.00,-17.50,98.57,-0.20,-5.08,-89.56,0.00,81.85,-169.14,-5.70,
16-29-48.318,0.00,0.00,0.00,5.50,96.05,-1.40,-0.60,1.73,0.00,7.18,-102.04,-1.30,2.00,-1.65,0.00,-17.50,98.57,-0.20,-5.08,-89.56,0.00,81.85,-169.10,-5.70,
16-29-48.330,0.00,0.00,0.00,5.50,96.05,-1.40,-0.60,1.73,0.00,7.18,-102.04,-1.30,2.00,-1.65,0.00,-17.51,98.59,-0.20,-5.08,-89.56,0.00,81.86,-169.08,-5.60,
16-29-48.340,0.00,0.00,0.00,5.50,96.05,-1.40,-0.60,1.73,0.00,7.18,-102.02,-1.30,2.00,-1.65,0.00,-17.51,98.59,-0.20,-5.08,-89.56,0.00,81.86,-169.08,-5.60,
16-29-48.350,0.00,0.00,0.00,5.50,96.04,-1.40,-0.60,1.73,0.00,7.18,-102.02,-1.30,2.00,-1.65,0.00,-17.51,98.59,-0.20,-5.09,-89.57,0.00,81.87,-169.07,-5.60,
16-29-48.360,0.00,0.00,0.00,5.50,96.04,-1.40,-0.60,1.73,0.00,7.18,-102.02,-1.30,2.00,-1.65,0.00,-17.51,98.59,-0.20,-5.09,-89.57,0.00,81.87,-169.07,-5.60,
16-29-48.368,0.00,0.00,0.00,5.50,96.04,-1.40,-0.60,1.73,0.00,7.19,-102.02,-1.30,2.00,-1.65,0.00,-17.51,98.59,-0.20,-5.09,-89.57,0.00,81.88,-169.01,-5.60,
16-29-48.379,0.00,0.00,0.00,5.50,96.05,-1.40,-0.60,1.73,0.00,7.18,-102.00,-1.20,2.00,-1.65,0.00,-17.51,98.59,-0.20,-5.09,-89.57,0.00,81.88,-169.00,-5.60,
16-29-48.388,0.00,0.00,0.00,5.49,96.04,-1.40,-0.60,1.73,0.00,7.19,-102.00,-1.20,2.00,-1.65,0.00,-17.51,98.58,-0.20,-5.07,-89.58,0.00,81.88,-168.92,-5.50,
16-29-48.398,0.00,0.00,0.00,5.49,96.04,-1.40,-0.60,1.73,0.00,7.19,-102.00,-1.20,2.00,-1.65,0.00,-17.51,98.57,-0.20,-5.07,-89.58,0.00,81.88,-168.87,-5.40,
16-29-48.408,0.00,0.00,0.00,5.49,96.04,-1.40,-0.60,1.73,0.00,7.19,-102.00,-1.20,2.00,-1.65,0.00,-17.51,98.57,-0.20,-5.07,-89.57,0.00,81.90,-168.79,-5.40,
16-29-48.418,0.00,0.00,0.00,5.49,96.04,-1.40,-0.60,1.73,0.00,7.19,-101.99,-1.20,2.00,-1.65,0.00,-17.51,98.57,-0.20,-5.06,-89.57,0.00,81.91,-168.74,-5.30,
16-29-48.429,0.00,0.00,0.00,5.50,96.04,-1.40,-0.60,1.73,0.00,7.19,-101.99,-1.20,2.00,-1.65,0.00,-17.51,98.57,-0.20,-5.07,-89.56,0.00,81.91,-168.65,-5.30,
16-29-48.439,0.00,0.00,0.00,5.50,96.04,-1.40,-0.60,1.73,0.00,7.19,-101.99,-1.20,2.00,-1.65,0.00,-17.51,98.57,-0.20,-5.07,-89.56,0.00,81.91,-168.54,-5.20,
16-29-48.449,0.00,0.00,0.00,5.50,96.04,-1.40,-0.60,1.73,0.00,7.19,-101.99,-1.20,2.00,-1.65,0.00,-17.52,98.55,-0.20,-5.07,-89.56,0.00,81.89,-168.38,-5.00,
16-29-48.458,0.00,0.00,0.00,5.50,96.04,-1.40,-0.60,1.73,0.00,7.18,-102.00,-1.20,2.00,-1.65,0.00,-17.52,98.55,-0.20,-5.07,-89.56,0.00,81.89,-168.27,-4.90,
16-29-48.470,0.00,0.00,0.00,5.51,96.04,-1.40,-0.60,1.73,0.00,7.18,-102.00,-1.20,2.00,-1.65,0.00,-17.52,98.55,-0.20,-5.05,-89.54,0.00,81.89,-168.15,-4.80,
16-29-48.480,0.00,0.00,0.00,5.51,96.04,-1.40,-0.60,1.73,0.00,7.18,-102.00,-1.20,2.01,-1.65,0.00,-17.52,98.55,-0.20,-5.05,-89.54,0.00,81.89,-168.15,-4.80,
16-29-48.489,0.00,0.00,0.00,5.51,96.04,-1.40,-0.60,1.73,0.00,7.18,-102.00,-1.20,2.01,-1.65,0.00,-17.52,98.54,-0.20,-5.05,-89.54,0.00,81.86,-167.78,-4.50,
16-29-48.499,0.00,0.00,0.00,5.51,96.05,-1.40,-0.60,1.73,0.00,7.17,-102.00,-1.20,2.01,-1.65,0.00,-17.52,98.54,-0.20,-5.05,-89.54,0.00,81.86,-167.64,-4.40,
16-29-48.509,0.00,0.00,0.00,5.51,96.06,-1.40,-0.60,1.73,0.00,7.17,-102.00,-1.20,2.01,-1.65,0.00,-17.52,98.54,-0.20,-5.05,-89.53,0.00,81.85,-167.49,-4.30,
16-29-48.519,0.00,0.00,0.00,5.51,96.06,-1.40,-0.59,1.73,0.00,7.17,-102.00,-1.20,2.00,-1.65,0.00,-17.52,98.54,-0.20,-5.05,-89.53,0.00,81.85,-167.34,-4.20,
16-29-48.529,0.00,0.00,0.00,5.51,96.07,-1.40,-0.59,1.73,0.00,7.17,-102.00,-1.20,2.00,-1.65,0.00,-17.52,98.54,-0.20,-5.05,-89.53,0.00,81.85,-167.21,-4.10,
16-29-48.539,0.00,0.00,0.00,5.51,96.07,-1.40,-0.59,1.73,0.00,7.15,-101.99,-1.20,2.00,-1.65,0.00,-17.53,98.54,-0.20,-5.05,-89.53,0.00,81.85,-167.06,-4.00,
16-29-48.549,0.00,0.00,0.00,5.51,96.06,-1.40,-0.59,1.73,0.00,7.15,-102.00,-1.30,2.00,-1.65,0.00,-17.53,98.54,-0.20,-5.06,-89.54,0.00,81.84,-166.94,-3.90,
16-29-48.559,0.00,0.00,0.00,5.51,96.06,-1.40,-0.59,1.73,0.00,7.15,-102.02,-1.30,2.00,-1.64,0.00,-17.53,98.54,-0.20,-5.06,-89.52,0.00,81.82,-166.83,-3.80,
16-29-48.569,0.00,0.00,0.00,5.51,96.06,-1.40,-0.59,1.73,0.00,7.15,-102.03,-1.30,2.00,-1.64,0.00,-17.55,98.53,-0.20,-5.06,-89.51,0.00,81.84,-166.75,-3.80,
16-29-48.578,0.00,0.00,0.00,5.51,96.06,-1.40,-0.59,1.73,0.00,7.13,-102.01,-1.30,2.00,-1.64,0.00,-17.55,98.52,-0.20,-5.06,-89.50,0.00,81.82,-166.64,-3.70,
16-29-48.589,0.00,0.00,0.00,5.52,96.04,-1.40,-0.59,1.73,0.00,7.13,-102.01,-1.30,2.00,-1.64,0.00,-17.55,98.51,-0.20,-5.04,-89.51,0.00,81.79,-166.53,-3.70,
16-29-48.598,0.00,0.00,0.00,5.52,96.04,-1.40,-0.59,1.73,0.00,7.13,-102.01,-1.30,2.00,-1.64,0.00,-17.55,98.49,-0.20,-5.04,-89.49,0.00,81.77,-166.42,-3.60,
16-29-48.610,0.00,0.00,0.00,5.52,96.04,-1.40,-0.59,1.73,0.00,7.13,-102.01,-1.30,2.00,-1.64,0.00,-17.56,98.48,-0.20,-5.04,-89.48,0.00,81.74,-166.28,-3.50,
16-29-48.618,0.00,0.00,0.00,5.52,96.04,-1.40,-0.59,1.73,0.00,7.12,-101.99,-1.30,2.00,-1.64,0.00,-17.56,98.46,-0.20,-5.04,-89.46,0.00,81.72,-166.19,-3.50,
16-29-48.629,0.00,0.00,0.00,5.52,96.04,-1.40,-0.59,1.73,0.00,7.12,-101.99,-1.30,2.00,-1.64,0.00,-17.56,98.44,-0.20,-5.03,-89.44,0.00,81.69,-166.10,-3.40,
16-29-48.639,0.00,0.00,0.00,5.52,96.04,-1.40,-0.58,1.73,0.00,7.12,-101.99,-1.30,1.99,-1.63,0.00,-17.56,98.43,-0.20,-5.03,-89.43,0.00,81.67,-166.00,-3.30,
16-29-48.649,0.00,0.00,0.00,5.52,96.04,-1.40,-0.58,1.73,0.00,7.12,-102.00,-1.30,1.99,-1.63,0.00,-17.57,98.40,-0.20,-5.03,-89.41,0.00,81.66,-165.86,-3.20,
16-29-48.659,0.00,0.00,0.00,5.52,96.04,-1.40,-0.58,1.73,0.00,7.11,-102.01,-1.30,1.99,-1.63,0.00,-17.57,98.39,-0.20,-5.03,-89.40,0.00,81.63,-165.75,-3.20,
16-29-48.669,0.00,0.00,0.00,5.53,96.04,-1.40,-0.58,1.73,0.00,7.11,-102.03,-1.30,1.99,-1.63,0.00,-17.57,98.37,-0.20,-5.01,-89.37,0.00,81.60,-165.64,-3.10,
16-29-48.679,0.00,0.00,0.00,5.53,96.04,-1.40,-0.58,1.73,0.00,7.10,-102.04,-1.30,1.99,-1.63,0.00,-17.57,98.36,-0.20,-5.01,-89.36,0.00,81.56,-165.52,-3.00,
16-29-48.688,0.00,0.00,0.00,5.53,96.04,-1.40,-0.58,1.73,0.00,7.10,-102.06,-1.30,1.99,-1.63,0.00,-17.57,98.33,-0.20,-5.01,-89.34,0.00,81.52,-165.36,-2.90,
16-29-48.700,0.00,0.00,0.00,5.53,96.05,-1.40,-0.58,1.73,0.00,7.08,-102.07,-1.30,1.99,-1.63,0.00,-17.57,98.31,-0.20,-5.01,-89.33,0.00,81.49,-165.23,-2.80,
16-29-48.710,0.00,0.00,0.00,5.55,96.06,-1.40,-0.58,1.73,0.00,7.08,-102.09,-1.30,1.99,-1.63,0.00,-17.57,98.30,-0.20,-5.00,-89.31,0.00,81.45,-165.10,-2.80,
16-29-48.720,0.00,0.00,0.00,5.55,96.06,-1.40,-0.58,1.72,0.00,7.08,-102.11,-1.30,1.99,-1.63,0.00,-17.57,98.28,-0.20,-5.00,-89.30,0.00,81.41,-164.97,-2.70,
16-29-48.729,0.00,0.00,0.00,5.55,96.06,-1.40,-0.58,1.72,0.00,7.08,-102.13,-1.30,1.99,-1.63,0.00,-17.58,98.26,-0.20,-5.00,-89.28,0.00,81.39,-164.81,-2.60,
16-29-48.739,0.00,0.00,0.00,5.55,96.06,-1.40,-0.58,1.72,0.00,7.07,-102.16,-1.30,1.99,-1.63,0.00,-17.58,98.26,-0.20,-4.99,-89.27,0.00,81.35,-164.68,-2.50,
16-29-48.749,0.00,0.00,0.00,5.56,96.07,-1.40,-0.58,1.72,0.00,7.06,-102.19,-1.40,1.99,-1.63,0.00,-17.58,98.26,-0.20,-4.97,-89.25,0.00,81.31,-164.55,-2.40,
16-29-48.759,0.00,0.00,0.00,5.56,96.07,-1.40,-0.57,1.72,0.00,7.06,-102.22,-1.40,1.99,-1.64,0.00,-17.58,98.26,-0.20,-4.97,-89.25,0.00,81.26,-164.44,-2.30,
16-29-48.769,0.00,0.00,0.00,5.56,96.08,-1.40,-0.57,1.72,0.00,7.06,-102.25,-1.40,1.99,-1.64,0.00,-17.59,98.23,-0.20,-4.97,-89.24,0.00,81.24,-164.29,-2.20,
16-29-48.779,0.00,0.00,0.00,5.56,96.09,-1.40,-0.57,1.72,0.00,7.06,-102.31,-1.40,1.99,-1.64,0.00,-17.59,98.24,-0.20,-4.97,-89.24,0.00,81.20,-164.19,-2.10,
16-29-48.789,0.00,0.00,0.00,5.58,96.11,-1.40,-0.57,1.72,0.00,7.07,-102.35,-1.40,1.99,-1.64,0.00,-17.59,98.24,-0.20,-4.93,-89.22,0.00,81.20,-164.19,-2.10,
16-29-48.799,0.00,0.00,0.00,5.58,96.12,-1.40,-0.57,1.72,0.00,7.09,-102.39,-1.40,1.99,-1.64,0.00,-17.59,98.28,-0.20,-4.93,-89.21,0.00,81.13,-164.01,-2.00,
