Time,P0, R0, Y0,P1, R1, Y1,P2, R2, Y2,P3, R3, Y3,P4, R4, Y4,P5, R5, Y5,P6, R6, Y6,P7, R7, Y7,
16-30-39.316,0.00,0.00,0.00,-9.66,66.50,5.90,-0.68,-29.31,14.00,6.43,-113.99,7.50,1.73,0.60,-11.30,-22.59,78.49,-0.70,-14.45,-108.26,8.60,84.91,-165.62,-15.70,
16-30-39.327,0.00,0.00,0.00,-9.60,66.84,6.60,-0.06,-25.02,14.50,6.41,-113.96,7.70,1.88,1.09,-11.50,-22.05,76.51,0.10,-12.64,-107.95,10.70,84.48,-164.14,-14.50,
16-30-39.336,0.00,0.00,0.00,-9.39,67.38,7.30,-0.23,-21.45,15.30,6.41,-113.82,7.90,1.99,1.50,-11.80,-21.45,74.50,1.00,-10.72,-106.59,12.70,84.12,-162.52,-13.10,
16-30-39.348,0.00,0.00,0.00,-9.11,68.07,7.90,0.14,-18.73,15.80,6.43,-113.54,8.20,2.05,1.61,-12.00,-20.83,72.45,2.00,-9.67,-105.01,14.60,83.81,-160.88,-11.70,
16-30-39.358,0.00,0.00,0.00,-8.77,68.74,8.40,0.05,-15.89,16.50,6.47,-113.11,8.60,2.00,1.40,-12.30,-20.14,70.34,3.10,-9.12,-103.51,16.00,83.54,-159.49,-10.50,
16-30-39.367,0.00,0.00,0.00,-8.31,69.31,9.00,-0.53,-12.99,17.10,6.50,-112.46,9.00,1.81,1.03,-12.60,-19.33,68.20,4.40,-8.80,-102.06,16.80,83.37,-158.49,-9.50,
16-30-39.377,0.00,0.00,0.00,-7.60,69.57,10.10,-1.15,-10.24,17.30,6.54,-111.48,9.60,1.75,1.00,-12.70,-18.36,66.04,5.90,-8.64,-100.42,17.20,83.22,-157.74,-8.70,
16-30-39.386,0.00,0.00,0.00,-6.88,69.33,11.70,-1.56,-7.51,17.50,6.79,-110.10,10.60,1.51,1.59,-13.00,-17.25,63.86,7.60,-8.80,-98.73,17.00,83.10,-157.19,-8.20,
16-30-39.397,0.00,0.00,0.00,-6.41,69.00,13.40,-1.48,-5.16,17.60,7.17,-108.53,11.60,0.98,0.62,-13.20,-16.00,61.74,9.40,-9.19,-97.14,16.70,83.01,-156.95,-7.90,
16-30-39.406,0.00,0.00,0.00,-6.41,68.93,14.10,-0.85,-3.44,17.60,7.49,-107.02,12.40,0.22,-3.72,-13.10,-14.50,59.63,11.20,-9.44,-95.67,16.60,82.92,-157.02,-7.80,
16-30-39.418,0.00,0.00,0.00,-6.96,69.18,13.10,0.02,-2.54,17.70,7.70,-105.55,13.20,-0.25,-10.10,-13.10,-12.81,57.66,12.90,-9.42,-94.34,16.60,82.83,-157.24,-7.90,
16-30-39.427,0.00,0.00,0.00,-7.85,69.71,10.50,0.83,-2.13,17.70,7.79,-104.09,13.90,-0.54,-18.33,-13.30,-11.09,55.95,14.30,-9.20,-93.15,16.70,82.77,-157.41,-7.90,
16-30-39.435,0.00,0.00,0.00,-8.73,70.34,7.70,1.29,-2.00,17.80,7.77,-102.66,14.60,-0.56,-28.83,-13.50,-9.59,54.48,15.30,-8.82,-92.03,16.80,82.77,-157.43,-7.80,
16-30-39.446,0.00,0.00,0.00,-9.09,71.06,6.90,1.40,-2.06,17.80,7.63,-101.26,15.50,0.03,-40.59,-13.40,-8.48,53.20,16.00,-8.38,-90.91,16.80,82.84,-157.36,-7.50,
16-30-39.458,0.00,0.00,0.00,-8.89,71.93,8.10,1.37,-2.23,17.80,7.33,-99.89,16.30,1.10,-52.19,-13.30,-7.69,51.97,16.30,-7.95,-89.88,16.70,82.89,-157.07,-6.90,
16-30-39.468,0.00,0.00,0.00,-8.53,72.90,9.90,1.29,-2.39,17.80,6.87,-98.58,16.80,2.67,-62.49,-13.10,-7.07,50.70,16.40,-7.62,-88.93,16.30,82.95,-156.79,-6.40,
16-30-39.476,0.00,0.00,0.00,-8.38,73.92,10.80,1.20,-2.52,17.80,6.27,-97.30,16.80,3.86,-67.14,-12.90,-6.48,49.63,16.50,-7.62,-88.93,16.30,83.00,-156.57,-5.80,
16-30-39.487,0.00,0.00,0.00,-8.38,73.92,10.80,1.17,-2.62,17.90,5.58,-95.99,16.10,4.83,-67.34,-12.40,-6.10,48.70,16.60,-7.23,-87.32,15.40,83.08,-156.39,-5.30,
16-30-39.498,0.00,0.00,0.00,-8.81,75.92,9.30,1.18,-2.70,17.90,4.90,-94.56,15.20,5.76,-66.59,-11.50,-5.84,48.05,16.70,-7.18,-86.58,14.70,83.16,-156.25,-4.90,
16-30-39.508,0.00,0.00,0.00,-8.81,76.91,8.30,1.21,-2.76,18.00,4.30,-93.06,14.10,6.48,-65.02,-10.50,-5.54,47.83,17.00,-7.20,-85.81,14.10,83.26,-156.13,-4.40,
16-30-39.518,0.00,0.00,0.00,-8.55,77.84,7.40,1.26,-2.81,18.00,3.81,-91.49,13.00,7.11,-63.04,-9.70,-5.47,48.27,17.20,-7.21,-85.05,13.70,83.37,-156.00,-4.00,
16-30-39.527,0.00,0.00,0.00,-8.13,78.63,6.90,1.31,-2.83,18.00,3.41,-89.91,12.10,7.72,-60.99,-9.30,-5.65,48.94,17.20,-7.17,-84.32,13.70,83.49,-155.74,-3.50,
16-30-39.539,0.00,0.00,0.00,-7.73,79.37,6.50,1.34,-2.84,18.10,3.05,-88.31,11.20,8.28,-58.81,-9.00,-6.02,49.78,17.00,-7.17,-83.68,14.00,83.58,-155.55,-3.10,
16-30-39.548,0.00,0.00,0.00,-7.42,80.13,6.40,1.35,-2.83,18.10,2.70,-86.77,10.40,8.76,-56.54,-8.90,-6.66,50.99,16.50,-7.17,-83.11,14.40,83.66,-155.25,-2.60,
16-30-39.558,0.00,0.00,0.00,-7.17,80.94,6.50,1.36,-2.81,18.10,2.35,-85.29,9.60,9.13,-54.26,-8.90,-7.26,52.16,15.90,-7.20,-82.61,14.80,83.73,-154.91,-2.10,
16-30-39.567,0.00,0.00,0.00,-6.98,81.84,6.60,1.35,-2.75,18.10,1.99,-83.84,8.70,9.35,-51.99,-9.00,-8.05,53.77,15.00,-7.22,-82.13,15.00,83.80,-154.53,-1.60,
16-30-39.579,0.00,0.00,0.00,-6.83,82.80,6.50,1.40,-2.73,18.10,1.65,-82.39,7.90,9.39,-49.65,-9.00,-8.75,55.28,14.20,-7.19,-81.65,15.00,83.88,-154.20,-1.10,
16-30-39.589,0.00,0.00,0.00,-6.67,83.82,6.10,1.43,-2.74,18.10,1.37,-80.98,7.00,9.27,-47.15,-9.20,-9.49,56.96,13.40,-7.13,-81.17,14.70,83.95,-153.98,-0.80,
16-30-39.598,0.00,0.00,0.00,-6.48,84.86,5.50,1.47,-2.74,18.10,1.14,-79.64,6.20,8.98,-44.45,-9.40,-10.26,58.84,12.40,-7.07,-80.67,14.30,84.03,-153.81,-0.40,
16-30-39.608,0.00,0.00,0.00,-6.21,85.96,4.80,1.50,-2.69,18.20,0.95,-78.38,5.40,8.53,-41.51,-9.80,-11.05,60.95,11.40,-7.06,-80.16,13.90,84.10,-153.67,-0.10,
16-30-39.618,0.00,0.00,0.00,-5.91,87.02,3.90,1.49,-2.65,18.20,0.82,-77.09,4.50,7.96,-38.32,-10.20,-11.85,63.32,10.30,-7.07,-79.67,13.60,84.17,-153.65,0.00,
16-30-39.626,0.00,0.00,0.00,-5.57,88.05,3.00,1.46,-2.62,18.20,0.76,-75.87,3.70,7.32,-34.97,-10.70,-12.66,65.94,9.00,-7.14,-79.20,13.50,84.25,-153.67,0.10,
16-30-39.638,0.00,0.00,0.00,-5.21,89.05,2.10,1.41,-2.62,18.20,0.76,-74.72,2.80,6.62,-31.51,-11.30,-13.45,68.80,7.70,-7.25,-78.73,13.50,84.34,-153.68,0.20,
16-30-39.648,0.00,0.00,0.00,-4.82,90.02,1.10,1.34,-2.61,18.20,0.84,-73.68,2.00,5.88,-28.00,-11.90,-14.20,71.88,6.30,-7.33,-78.22,13.60,84.43,-153.61,0.30,
16-30-39.658,0.00,0.00,0.00,-4.42,90.95,0.20,1.27,-2.64,18.20,0.97,-72.73,1.20,5.11,-24.49,-12.50,-14.88,75.13,4.70,-7.33,-78.22,13.60,84.53,-153.52,0.50,
16-30-39.668,0.00,0.00,0.00,-3.99,91.81,-0.60,1.18,-2.67,18.10,1.14,-71.88,0.40,4.34,-21.04,-13.10,-15.47,78.53,3.20,-7.47,-77.21,13.80,84.63,-153.41,0.60,
16-30-39.678,0.00,0.00,0.00,-3.56,92.60,-1.60,1.05,-2.69,18.10,1.31,-71.13,-0.20,3.60,-17.62,-13.60,-15.98,82.06,1.60,-7.49,-76.67,13.70,84.72,-153.39,0.70,
16-30-39.687,0.00,0.00,0.00,-3.14,93.30,-2.60,0.91,-2.67,18.00,1.46,-70.58,-0.80,2.92,-14.21,-14.10,-16.40,85.74,0.00,-7.50,-76.12,13.50,84.82,-153.45,0.70,
16-30-39.697,0.00,0.00,0.00,-2.73,93.97,-3.40,0.78,-2.68,18.00,1.58,-70.15,-1.20,2.35,-10.84,-14.50,-16.71,89.56,-1.50,-7.50,-75.55,13.50,84.92,-153.67,0.60,
16-30-39.707,0.00,0.00,0.00,-2.34,94.65,-4.00,0.65,-2.70,17.90,1.67,-69.86,-1.60,1.93,-7.55,-15.00,-16.91,93.51,-3.10,-7.51,-74.95,13.50,85.01,-154.01,0.30,
16-30-39.719,0.00,0.00,0.00,-2.00,95.35,-4.10,0.53,-2.73,17.90,1.73,-69.70,-1.90,1.65,-4.41,-15.40,-16.96,97.56,-4.70,-7.53,-74.34,13.50,85.10,-154.47,0.00,
16-30-39.728,0.00,0.00,0.00,-1.73,96.02,-3.90,0.40,-2.71,17.90,1.74,-69.69,-2.00,1.41,-1.45,-15.70,-16.86,101.72,-6.20,-7.55,-73.74,13.60,85.17,-154.98,-0.40,
16-30-39.738,0.00,0.00,0.00,-1.49,96.69,-3.50,0.28,-2.76,17.80,1.73,-69.83,-2.10,1.05,1.27,-16.00,-16.59,105.97,-7.70,-7.57,-73.13,13.70,85.22,-155.62,-1.00,
16-30-39.747,0.00,0.00,0.00,-1.24,97.36,-3.20,0.18,-2.82,17.80,1.72,-70.13,-2.10,0.37,3.80,-16.20,-16.21,110.24,-9.00,-7.60,-72.52,13.70,85.26,-156.34,-1.60,
16-30-39.757,0.00,0.00,0.00,-0.97,98.05,-2.90,0.10,-2.89,17.70,1.70,-70.56,-2.10,-0.68,6.13,-16.40,-15.82,114.43,-10.00,-7.62,-71.94,13.70,85.28,-157.06,-2.30,
16-30-39.766,0.00,0.00,0.00,-0.65,98.76,-2.90,0.09,-2.86,17.70,1.65,-71.10,-2.10,-2.09,8.32,-16.60,-15.52,118.42,-10.70,-7.63,-71.34,13.50,85.29,-157.77,-2.90,
16-30-39.778,0.00,0.00,0.00,-0.32,99.50,-2.90,0.11,-2.91,17.60,1.53,-71.71,-2.10,-3.69,10.66,-16.90,-15.33,122.20,-11.20,-7.61,-70.73,13.30,85.34,-158.62,-3.80,
16-30-39.787,0.00,0.00,0.00,-0.01,100.26,-2.90,0.14,-3.03,17.60,1.53,-71.71,-2.10,-5.13,13.50,-17.20,-15.21,125.64,-11.60,-7.54,-70.06,13.00,85.39,-159.67,-4.80,
16-30-39.796,0.00,0.00,0.00,0.28,101.06,-2.90,0.21,-3.19,17.60,1.20,-73.01,-2.30,-6.20,16.89,-17.40,-15.06,128.60,-12.20,-7.42,-69.30,12.70,85.39,-160.97,-6.10,
16-30-39.807,0.00,0.00,0.00,0.59,101.88,-2.80,0.35,-3.42,17.50,1.06,-73.68,-2.70,-6.87,20.52,-17.40,-14.83,131.02,-13.00,-7.25,-68.46,12.50,85.35,-162.32,-7.40,
16-30-39.816,0.00,0.00,0.00,0.91,102.67,-2.90,0.53,-3.75,17.50,0.85,-74.20,-3.10,-7.17,24.15,-17.20,-14.81,132.97,-13.50,-7.03,-67.53,12.30,85.35,-163.68,-8.80,
16-30-39.827,0.00,0.00,0.00,1.25,103.35,-3.10,0.79,-4.18,17.50,0.59,-74.15,-3.30,-7.32,27.52,-16.80,-15.11,134.57,-13.60,-6.76,-66.51,12.10,85.39,-164.98,-10.10,
16-30-39.837,0.00,0.00,0.00,1.64,103.84,-3.40,1.09,-4.69,17.40,0.40,-73.51,-3.40,-7.86,30.31,-16.20,-15.66,135.65,-13.40,-6.45,-65.39,11.80,85.39,-164.98,-10.10,
16-30-39.845,0.00,0.00,0.00,2.06,104.14,-4.00,1.46,-5.26,17.40,0.34,-72.84,-3.80,-8.82,32.43,-15.40,-16.35,135.90,-12.80,-6.06,-64.20,11.70,85.39,-164.98,-10.10,
16-30-39.858,0.00,0.00,0.00,2.06,104.14,-4.00,1.88,-5.94,17.30,0.34,-72.43,-4.30,-9.92,33.58,-14.50,-17.01,135.30,-12.10,-5.62,-62.93,11.50,85.46,-168.63,-14.20,
16-30-39.868,0.00,0.00,0.00,2.79,104.58,-5.30,2.34,-6.72,17.20,0.28,-72.23,-4.70,-10.74,33.58,-13.20,-17.61,133.91,-11.20,-5.13,-61.59,11.30,85.46,-168.63,-14.20,
16-30-39.877,0.00,0.00,0.00,2.97,104.79,-5.70,2.84,-7.71,17.10,0.16,-72.10,-5.10,-10.47,32.72,-12.00,-18.25,132.10,-10.20,-4.60,-60.21,11.20,85.31,-170.36,-16.00,
16-30-39.887,0.00,0.00,0.00,3.04,104.98,-6.00,3.33,-8.81,16.90,0.01,-71.95,-5.50,-7.27,29.88,-10.10,-18.86,130.43,-9.40,-4.03,-58.79,11.10,85.17,-171.03,-16.60,
16-30-39.898,0.00,0.00,0.00,3.04,105.17,-6.10,3.85,-10.24,16.70,-0.11,-71.82,-6.00,-3.98,27.29,-8.80,-19.07,130.01,-9.30,-3.39,-57.33,11.00,84.96,-171.73,-17.20,
16-30-39.908,0.00,0.00,0.00,3.04,105.34,-6.20,4.44,-12.19,16.40,-0.24,-71.78,-6.40,-2.12,24.49,-9.10,-18.01,129.78,-9.80,-2.66,-55.85,10.80,84.72,-172.63,-17.80,
16-30-39.918,0.00,0.00,0.00,3.06,105.47,-6.40,5.01,-14.32,15.90,-0.27,-71.85,-6.80,-1.76,20.66,-10.50,-16.86,127.98,-10.10,-1.84,-54.33,10.60,84.46,-173.74,-18.70,
16-30-39.927,0.00,0.00,0.00,3.07,105.52,-6.60,5.44,-16.55,15.20,-0.13,-72.06,-7.20,-1.74,17.76,-11.70,-16.39,125.56,-10.70,-0.96,-52.77,10.40,84.20,-175.02,-19.80,
16-30-39.936,0.00,0.00,0.00,3.03,105.48,-6.90,5.95,-18.39,14.40,0.05,-72.26,-7.50,-1.61,15.37,-12.50,-16.36,123.66,-11.40,0.00,-51.14,10.00,83.88,-176.06,-20.80,
16-30-39.948,0.00,0.00,0.00,2.91,105.32,-7.20,6.45,-20.10,13.30,0.05,-72.26,-7.50,-1.84,12.66,-12.90,-16.52,122.11,-11.60,0.00,-51.14,10.00,83.53,-176.64,-21.30,
16-30-39.957,0.00,0.00,0.00,2.68,104.96,-7.50,6.42,-21.81,12.00,0.61,-72.75,-7.00,-2.59,9.72,-12.90,-16.97,120.55,-11.40,2.81,-47.72,8.20,83.25,-177.12,-21.80,
16-30-39.968,0.00,0.00,0.00,2.44,104.22,-8.10,5.87,-22.31,10.70,1.11,-72.92,-7.20,-3.66,6.62,-12.60,-17.70,118.90,-10.80,4.84,-45.99,6.60,83.05,-177.80,-22.60,
16-30-39.977,0.00,0.00,0.00,2.36,102.99,-9.20,4.95,-20.41,9.50,1.37,-72.84,-7.20,-4.44,3.42,-12.30,-18.70,117.27,-10.00,7.26,-44.29,4.70,83.05,-177.80,-22.60,
16-30-39.988,0.00,0.00,0.00,2.51,101.39,-10.60,3.92,-15.89,8.30,1.49,-72.62,-6.70,-4.32,1.15,-12.00,-19.69,115.68,-9.70,9.93,-42.71,2.80,83.05,-177.80,-22.60,
16-30-39.998,0.00,0.00,0.00,2.79,99.67,-12.10,3.23,-9.68,7.60,1.59,-72.75,-6.10,-3.74,0.27,-11.50,-20.26,114.24,-9.80,12.50,-41.26,1.30,82.61,-179.82,-25.10,
16-30-40.007,0.00,0.00,0.00,3.03,97.98,-13.80,3.16,-1.99,7.60,1.80,-73.51,-6.30,-3.04,-0.20,-11.20,-20.41,113.05,-10.10,14.64,-39.90,0.40,82.61,-179.82,-25.10,
16-30-40.018,0.00,0.00,0.00,3.12,96.40,-15.70,3.42,7.60,8.30,1.79,-74.57,-7.20,-2.25,-0.54,-11.00,-20.34,112.00,-10.30,16.14,-38.64,0.00,82.61,-179.82,-25.10,
16-30-40.027,0.00,0.00,0.00,3.04,94.90,-17.60,3.77,19.87,9.40,1.41,-75.72,-7.70,-1.65,-0.44,-10.90,-20.24,110.92,-10.20,17.15,-37.46,-0.20,82.53,178.28,-28.00,
16-30-40.038,0.00,0.00,0.00,2.81,93.45,-19.40,3.18,35.97,10.40,0.85,-76.91,-7.50,-1.22,-0.33,-10.90,-20.11,109.85,-10.00,17.82,-36.23,-0.20,82.55,177.76,-29.00,
16-30-40.047,0.00,0.00,0.00,2.38,92.06,-21.00,1.28,54.89,9.70,0.46,-78.00,-6.90,-0.95,-0.23,-10.90,-19.92,108.78,-9.60,18.24,-35.01,0.00,82.57,177.20,-30.30,
16-30-40.057,0.00,0.00,0.00,1.73,90.81,-21.80,0.69,66.11,7.70,0.36,-78.98,-6.60,-0.79,-0.12,-10.90,-19.81,107.70,-9.00,18.45,-33.98,0.40,82.57,176.73,-31.40,
16-30-40.068,0.00,0.00,0.00,0.89,89.72,-21.80,2.17,66.27,6.10,0.43,-79.96,-6.50,-0.71,-0.05,-10.90,-19.79,106.78,-8.40,18.72,-33.39,0.60,82.56,176.19,-32.60,
16-30-40.077,0.00,0.00,0.00,0.00,88.61,-21.10,3.35,64.32,4.40,0.54,-80.92,-6.60,-0.69,0.00,-10.90,-19.83,106.00,-7.90,19.10,-32.92,0.50,82.56,175.70,-33.60,
16-30-40.086,0.00,0.00,0.00,-0.87,87.36,-20.00,4.23,61.86,3.20,0.63,-81.84,-6.80,-0.69,0.00,-10.90,-19.90,105.33,-7.60,19.40,-32.83,0.00,82.60,175.10,-34.70,
16-30-40.097,0.00,0.00,0.00,-1.71,86.02,-18.90,5.07,58.83,2.70,0.70,-82.77,-7.00,-0.78,0.01,-10.80,-19.97,104.74,-7.60,19.35,-33.24,-0.80,82.64,174.28,-36.00,
16-30-40.106,0.00,0.00,0.00,-2.52,84.59,-17.70,6.03,55.71,3.10,0.77,-83.80,-7.30,-0.90,-0.02,-10.80,-20.05,104.23,-7.60,18.86,-34.01,-1.40,82.67,173.51,-37.10,
16-30-40.117,0.00,0.00,0.00,-3.30,83.12,-16.60,7.05,52.81,3.80,0.87,-84.91,-7.50,-1.03,-0.10,-10.80,-20.16,103.79,-7.50,18.06,-34.99,-1.70,82.67,173.51,-37.10,
16-30-40.126,0.00,0.00,0.00,-4.08,81.63,-15.60,8.05,50.04,4.60,0.98,-86.06,-7.60,-1.15,-0.15,-10.80,-20.27,103.42,-7.30,17.09,-36.10,-1.70,82.70,171.93,-39.40,
16-30-40.137,0.00,0.00,0.00,-4.90,80.19,-14.70,8.89,47.45,5.30,1.03,-87.23,-7.50,-1.25,-0.20,-10.80,-20.34,103.08,-7.00,16.06,-37.33,-1.50,82.67,171.40,-40.20,
16-30-40.147,0.00,0.00,0.00,-5.71,78.89,-13.90,9.43,44.95,5.80,1.02,-88.45,-7.20,-1.35,-0.24,-10.80,-20.40,102.75,-6.70,14.99,-38.73,-1.20,82.62,170.91,-40.90,
16-30-40.156,0.00,0.00,0.00,-6.52,77.70,-13.10,9.59,42.49,6.00,0.97,-89.72,-6.60,-1.45,-0.28,-10.80,-20.47,102.42,-6.20,13.89,-40.32,-0.90,82.58,170.49,-41.60,
16-30-40.168,0.00,0.00,0.00,-7.29,76.59,-12.30,9.34,40.05,6.10,0.94,-91.05,-5.90,-1.55,-0.32,-10.80,-20.53,102.12,-5.70,12.76,-42.05,-0.60,82.54,170.15,-42.10,
16-30-40.177,0.00,0.00,0.00,-8.04,75.56,-11.50,8.74,37.53,6.20,0.93,-92.36,-5.10,-1.63,-0.37,-10.80,-20.61,101.84,-5.00,11.56,-43.93,-0.20,82.51,169.89,-42.60,
16-30-40.187,0.00,0.00,0.00,-8.76,74.63,-10.70,7.91,34.87,6.60,0.99,-93.66,-4.20,-1.73,-0.40,-10.90,-20.70,101.58,-4.40,11.56,-43.93,-0.20,82.48,169.60,-43.10,
16-30-40.197,0.00,0.00,0.00,-9.43,73.69,-9.90,6.95,31.97,7.50,1.13,-94.94,-3.40,-1.82,-0.42,-10.90,-20.80,101.33,-3.90,8.89,-48.25,0.50,82.49,169.24,-43.70,
16-30-40.206,0.00,0.00,0.00,-10.02,72.79,-9.10,5.94,28.75,8.60,1.35,-96.19,-2.50,-1.91,-0.41,-10.90,-20.92,101.09,-3.40,7.43,-50.69,1.10,82.51,168.80,-44.30,
16-30-40.218,0.00,0.00,0.00,-10.49,71.84,-8.30,4.91,25.33,10.00,1.64,-97.38,-1.70,-1.96,-0.40,-11.00,-21.04,100.85,-3.00,5.93,-53.34,1.80,82.53,168.33,-44.90,
16-30-40.227,0.00,0.00,0.00,-10.81,70.91,-7.40,3.89,21.83,11.40,1.99,-98.54,-1.00,-2.02,-0.34,-11.00,-21.18,100.60,-2.80,4.42,-56.14,2.60,82.59,167.74,-45.50,
16-30-40.236,0.00,0.00,0.00,-11.01,70.02,-6.30,2.97,18.30,12.90,2.39,-99.74,-0.10,-2.04,-0.28,-11.10,-21.33,100.34,-2.70,2.92,-59.08,3.50,82.66,167.16,-46.10,
16-30-40.248,0.00,0.00,0.00,-11.11,69.19,-5.30,2.17,14.78,14.20,2.79,-100.93,0.80,-2.01,-0.25,-11.10,-21.47,100.06,-2.70,1.48,-62.12,4.50,82.72,166.63,-46.50,
16-30-40.257,0.00,0.00,0.00,-11.12,68.40,-4.20,1.51,11.31,15.40,3.22,-102.08,1.70,-1.89,-0.24,-11.10,-21.61,99.75,-2.90,0.12,-65.26,5.50,82.80,166.11,-47.00,
16-30-40.269,0.00,0.00,0.00,-11.05,67.66,-3.10,1.06,7.90,16.50,3.62,-103.16,2.60,-1.66,-0.24,-11.10,-21.74,99.39,-3.10,-1.13,-68.54,6.40,82.89,165.63,-47.40,
16-30-40.278,0.00,0.00,0.00,-10.91,67.01,-2.00,0.82,4.67,17.30,3.96,-104.13,3.30,-1.27,-0.23,-11.20,-21.87,99.01,-3.60,-2.27,-71.94,7.20,82.98,165.23,-47.70,
16-30-40.286,0.00,0.00,0.00,-10.71,66.49,-1.00,0.77,1.66,18.00,4.19,-104.94,3.80,-0.76,-0.19,-11.10,-21.98,98.57,-4.20,-3.31,-75.46,8.00,83.08,164.90,-47.90,
16-30-40.297,0.00,0.00,0.00,-10.47,66.08,-0.10,0.83,-1.12,18.50,4.38,-105.68,4.00,-0.21,-0.10,-11.10,-22.07,98.07,-4.80,-4.20,-79.12,8.60,83.17,164.64,-48.00,
16-30-40.307,0.00,0.00,0.00,-10.19,65.81,0.70,0.91,-3.62,18.80,4.48,-106.37,3.90,0.12,0.06,-10.90,-22.12,97.46,-5.40,-5.00,-82.92,9.20,83.26,164.55,-48.00,
16-30-40.316,0.00,0.00,0.00,-9.91,65.69,1.40,0.88,-5.79,19.00,4.50,-107.02,3.70,0.26,0.25,-10.80,-22.15,96.75,-5.60,-5.73,-86.84,9.60,83.26,164.55,-48.00,
16-30-40.328,0.00,0.00,0.00,-9.62,65.74,1.90,0.57,-7.57,19.10,4.45,-107.65,3.40,0.32,0.28,-10.60,-22.15,96.75,-5.60,-6.42,-90.85,9.80,83.39,164.93,-47.50,
16-30-40.336,0.00,0.00,0.00,-9.35,65.96,2.30,-0.11,-9.02,19.00,4.47,-108.36,3.20,0.38,0.21,-10.50,-22.25,95.09,-5.30,-7.10,-94.83,9.90,83.45,165.41,-47.10,
16-30-40.348,0.00,0.00,0.00,-9.15,66.37,2.50,-1.24,-10.38,18.90,4.55,-109.07,3.20,0.40,0.14,-10.40,-22.33,94.15,-5.10,-7.83,-98.66,9.90,83.51,166.11,-46.40,
16-30-40.357,0.00,0.00,0.00,-9.00,66.94,2.50,-2.67,-12.13,18.90,4.69,-109.76,3.10,0.43,0.08,-10.30,-22.41,93.16,-4.90,-8.65,-102.22,9.80,83.54,167.12,-45.40,
16-30-40.368,0.00,0.00,0.00,-8.91,67.62,2.20,-3.88,-14.62,18.90,4.88,-110.39,3.10,0.47,0.00,-10.30,-22.49,92.10,-4.70,-9.56,-105.50,9.80,83.49,168.51,-43.90,
16-30-40.378,0.00,0.00,0.00,-8.83,68.36,1.80,-4.27,-18.05,18.70,5.10,-110.98,3.10,0.53,-0.09,-10.20,-22.55,90.97,-4.60,-10.47,-108.37,10.30,83.42,170.04,-42.30,
16-30-40.388,0.00,0.00,0.00,-8.69,69.09,1.40,-3.82,-22.15,18.40,5.33,-111.51,3.20,0.59,-0.15,-10.10,-22.58,89.75,-4.30,-11.33,-110.78,11.10,83.35,171.46,-40.80,
16-30-40.397,0.00,0.00,0.00,-8.42,69.79,1.10,-3.08,-26.51,17.90,5.58,-111.96,3.50,0.66,-0.15,-10.10,-22.56,88.43,-3.90,-12.21,-112.78,11.60,83.31,172.69,-39.50,
16-30-40.409,0.00,0.00,0.00,-8.09,70.34,1.30,-2.92,-30.50,17.30,5.87,-112.36,3.90,0.75,-0.09,-10.10,-22.46,87.04,-3.30,-13.20,-114.24,11.50,83.24,174.01,-38.10,
16-30-40.419,0.00,0.00,0.00,-7.88,70.24,1.80,-3.65,-33.78,16.90,6.17,-112.83,4.40,0.84,-0.06,-10.10,-22.30,85.58,-2.70,-14.26,-114.99,10.60,83.24,174.01,-38.10,
16-30-40.428,0.00,0.00,0.00,-7.93,69.45,2.10,-4.97,-35.99,16.60,6.46,-113.29,4.80,0.94,-0.05,-10.10,-22.07,84.08,-2.10,-15.03,-115.11,9.70,83.03,176.73,-35.70,
16-30-40.436,0.00,0.00,0.00,-8.04,68.73,2.50,-6.10,-36.86,16.20,6.71,-113.67,5.10,1.05,-0.12,-10.20,-21.80,82.52,-1.50,-15.28,-114.66,8.90,82.94,177.93,-34.70,
16-30-40.447,0.00,0.00,0.00,-8.18,68.26,2.90,-6.47,-36.47,15.50,6.90,-113.89,5.30,1.20,-0.22,-10.20,-21.48,80.88,-0.80,-15.05,-113.49,8.40,82.84,179.18,-33.60,
16-30-40.457,0.00,0.00,0.00,-8.41,68.05,3.10,-5.56,-36.13,14.10,6.99,-113.98,5.60,1.37,-0.20,-10.30,-21.13,79.16,-0.20,-14.64,-111.77,7.90,82.70,-179.23,-32.30,
16-30-40.468,0.00,0.00,0.00,-8.69,68.04,3.30,-4.07,-32.58,12.80,7.02,-114.05,5.70,1.58,0.05,-10.50,-20.73,77.39,0.30,-14.35,-109.85,7.40,82.49,-177.50,-30.80,
16-30-40.478,0.00,0.00,0.00,-8.90,68.06,3.70,-2.10,-29.51,11.50,7.04,-114.15,5.80,1.82,0.63,-10.80,-20.28,75.59,0.90,-14.55,-108.69,7.10,82.22,-175.88,-29.30,
16-30-40.489,0.00,0.00,0.00,-8.98,68.14,4.20,-0.58,-25.91,11.50,7.12,-114.23,5.90,2.06,1.31,-11.10,-19.75,73.76,1.50,-14.29,-108.39,7.70,81.91,-174.34,-28.10,
16-30-40.497,0.00,0.00,0.00,-8.91,68.32,5.00,-0.20,-22.80,12.20,7.28,-114.22,6.10,2.30,1.88,-11.60,-19.15,71.91,2.10,-12.84,-107.55,9.30,81.63,-172.87,-27.00,
16-30-40.507,0.00,0.00,0.00,-8.66,68.62,6.00,0.17,-20.79,12.90,7.50,-114.05,6.50,2.49,2.22,-12.10,-18.43,70.00,3.00,-11.35,-105.85,11.00,81.38,-171.50,-26.00,
